"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"633","Kasperi Kapanen","TOR","R","78","1295.6833333333","20","24","11","13","44","60.27","174","11.49","16.96","325","252","194","83","22","11","27","11","10","1","0","9","38","44","92","88","19","5","5","50.00"
"719","Zach Werenski","CBJ","D","82","1877.7666666667","11","33","19","14","44","45.36","168","6.55","9.38","348","246","98","21","6","18","18","9","9","0","0","7","46","40","67","87","89","0","0","-"
"886","Rasmus Dahlin","BUF","D","82","1734.75","9","35","14","21","44","46.32","177","5.08","8.28","306","225","88","16","7","15","34","17","17","0","0","11","79","38","97","91","66","0","0","-"
"220","Jared Spurgeon","MIN","D","82","1979.8666666667","14","29","13","16","43","44.79","152","9.21","8.21","304","212","91","26","6","19","20","10","10","0","0","9","23","30","91","112","145","1","0","100.00"
"237","Jakob Silfverberg","ANA","R","73","1248","24","19","11","8","43","76.79","163","14.72","17.12","288","228","168","68","18","10","28","14","14","0","0","9","27","27","38","118","43","19","32","37.25"
"430","Rickard Rakell","ANA","C, L","69","1274.95","18","25","18","7","43","64.18","194","9.28","17.39","345","256","186","70","11","23","27","8","6","1","1","20","60","41","82","116","38","17","31","35.42"
"524","Andreas Johnsson","TOR","L","73","997.8","20","23","13","10","43","67.19","130","15.38","13.94","215","179","143","66","1","14","32","15","15","0","0","12","20","25","60","88","36","7","12","36.84"
"579","Rasmus Ristolainen","BUF","D","78","1922.0333333333","5","38","22","16","43","48.31","182","2.75","9","332","245","88","21","4","14","38","19","19","0","0","10","44","23","235","171","121","0","0","-"
"77","Paul Stastny","VGK","C","50","905.2","13","29","17","12","42","71.19","103","12.62","14.41","161","142","122","71","5","17","30","15","15","0","0","8","18","36","35","46","15","463","384","54.66"
"79","Bobby Ryan","OTT","R","78","1223.2166666667","15","27","18","9","42","63.64","160","9.38","15.83","301","229","155","66","6","18","35","16","15","1","0","17","48","50","77","74","49","8","18","30.77"
"209","Adam Henrique","ANA","C","82","1349","18","24","15","9","42","61.76","122","14.75","16.06","224","190","150","88","5","13","24","12","12","0","0","15","26","39","78","69","71","571","512","52.72"
"298","Jason Zucker","MIN","L","81","1383.45","21","21","13","8","42","65.63","214","9.81","22.33","398","318","224","96","10","24","28","14","14","0","0","34","31","47","87","60","38","2","11","15.38"
"509","Alexander Kerfoot","COL","C","78","1160.8333333333","15","27","12","15","42","68.85","116","12.93","11.95","195","151","135","67","3","18","38","19","19","0","0","16","30","22","22","120","29","274","215","56.03"
"735","Jake DeBrusk","BOS","L","68","1099","27","15","8","7","42","56.76","156","17.31","15.43","260","214","153","93","10","9","18","9","9","0","0","12","27","42","45","116","24","8","30","21.05"
"105","Bryan Little","WPG","C","82","1298.2833333333","15","26","16","10","41","62.12","126","11.90","11.91","197","164","129","68","6","10","26","13","13","0","0","17","21","36","62","45","29","526","476","52.50"
"185","Alex Pietrangelo","STL","D","71","1709.2833333333","13","28","9","19","41","40.59","168","7.74","9.94","357","233","89","22","4","22","22","11","11","0","0","16","50","55","62","117","139","0","1","0.00"
"246","Ryan Ellis","NSH","D","82","1969.1666666667","7","34","16","18","41","40.20","149","4.70","9.35","308","218","71","10","8","18","20","10","10","0","0","15","61","54","71","110","154","0","0","-"
"270","Cody Eakin","VGK","C","78","1198.4","22","19","13","6","41","67.21","120","18.33","14.67","209","167","121","51","10","15","16","8","8","0","0","16","34","51","88","103","35","479","461","50.96"
"325","Zach Hyman","TOR","C, L","71","1226.5666666667","21","20","10","10","41","56.16","145","14.48","21.33","242","196","187","110","17","16","65","24","20","3","1","25","28","30","102","144","39","113","124","47.68"
"444","Alex Galchenyuk","ARI","C","72","1132.6333333333","19","22","12","10","41","73.21","159","11.95","17.69","288","229","154","72","4","16","34","17","17","0","0","15","40","28","62","84","34","188","223","45.74"
"578","Darnell Nurse","EDM","D","82","1953.2666666667","10","31","12","19","41","39.81","196","5.10","9.2","395","267","109","18","6","19","87","31","26","3","2","20","73","30","162","80","146","0","0","-"
"690","Colin White","OTT","C","71","1150.1","14","27","13","14","41","66.13","123","11.38","16.08","228","185","158","86","7","20","24","12","12","0","0","21","38","21","23","75","35","379","420","47.43"
"25","Duncan Keith","CHI","D","82","1887.4333333333","6","34","13","21","40","38.10","141","4.26","6.29","282","187","63","10","4","15","70","20","15","2","3","9","73","33","42","78","144","0","0","-"
"136","Alex Killorn","T.B","L","82","1219.7","18","22","15","7","40","57.97","153","11.76","15.47","287","213","181","67","17","18","45","21","20","1","0","10","22","30","88","90","23","2","8","20.00"
"170","Max Pacioretty","VGK","L","66","1122.0833333333","22","18","13","5","40","68.97","191","11.52","18.51","335","261","205","74","6","29","36","18","18","0","0","13","38","39","119","127","20","21","32","39.62"
"293","Mats Zuccarello","DAL, NYR","C, R","48","952.86666666667","12","28","17","11","40","66.67","104","11.54","11.08","182","147","99","49","9","14","24","8","7","0","1","11","29","38","57","35","43","10","20","33.33"
"351","Micheal Ferland","CAR","L","71","1000.7333333333","17","23","18","5","40","60.61","156","10.90","18.49","251","207","166","101","6","29","58","19","13","6","0","11","48","36","182","85","19","23","50","31.51"
"460","Tom Wilson","WSH","R","63","1142.9833333333","22","18","9","9","40","59.70","130","16.92","16.26","229","189","145","78","6","12","128","35","24","6","5","30","44","43","200","93","52","29","24","54.72"
"415","Dougie Hamilton","CAR","D","82","1613.15","18","21","12","9","39","47.56","259","6.95","13.29","542","367","143","26","17","41","54","23","22","0","1","11","66","35","160","90","91","0","1","0.00"
"483","Damon Severson","N.J","D","82","1807.5166666667","11","28","17","11","39","45.88","146","7.53","8.09","262","190","70","11","5","16","58","25","24","0","1","11","61","25","83","79","87","0","0","-"
"504","Vinnie Hinostroza","ARI","C","72","1099.2666666667","16","23","13","10","39","82.98","152","10.53","17.55","264","196","136","80","8","29","14","7","7","0","0","16","34","28","69","86","41","39","64","37.86"
"622","Kevin Fiala","MIN, NSH","L","83","1298.0333333333","13","26","16","10","39","73.58","174","7.47","17.3","316","247","192","74","8","24","36","17","17","0","0","11","68","44","42","79","20","3","5","37.50"
"684","Frank Vatrano","FLA","C","81","1187.65","24","15","7","8","39","69.64","208","11.54","19.87","324","266","172","77","7","28","38","19","19","0","0","19","30","33","139","96","74","15","23","39.47"
"740","Anthony Cirelli","T.B","C","82","1217.45","19","20","14","6","39","59.09","123","15.45","15.28","203","163","147","86","11","11","34","10","7","2","1","25","15","46","94","114","49","502","449","52.79"
"231","Tyler Bozak","STL","C","72","1177.1166666667","13","25","10","15","38","65.52","141","9.22","15.27","223","188","147","70","6","18","20","10","10","0","0","10","19","30","52","51","33","451","379","54.34"
"236","Alex Chiasson","EDM","R","73","1238.8333333333","22","16","13","3","38","52.05","123","17.89","17.19","207","175","149","88","8","19","32","16","16","0","0","16","27","28","85","130","31","7","15","31.82"
"265","Craig Smith","NSH","R","76","1149.5666666667","21","17","13","4","38","62.30","205","10.24","19.52","338","277","195","85","15","21","20","10","10","0","0","17","39","43","77","100","33","26","28","48.15"
"394","Boone Jenner","CBJ","C","77","1313.9666666667","16","22","16","6","38","58.46","170","9.41","17.4","283","236","145","69","14","22","42","20","20","0","0","19","21","42","158","102","70","626","531","54.11"
"536","Pavel Buchnevich","NYR","R","64","971.18333333333","21","17","9","8","38","69.09","119","17.65","12.7","212","164","132","57","4","16","13","5","4","1","0","10","43","29","60","94","20","7","18","28.00"
"747","Derek Ryan","CGY","C","81","1118.1166666667","13","25","15","10","38","67.86","103","12.62","10.17","179","141","100","52","9","5","24","12","12","0","0","13","54","54","19","93","19","440","316","58.20"
"4","Patrick Marleau","TOR","C","82","1340.25","16","21","15","6","37","50.00","161","9.94","18.51","259","218","194","96","9","15","28","14","14","0","0","6","22","31","74","94","41","104","99","51.23"
"101","Patric Hornqvist","PIT","R","69","1067.8666666667","18","19","7","12","37","48.05","197","9.14","22.61","302","250","202","107","16","27","26","9","8","0","1","15","18","25","150","165","34","9","9","50.00"
"128","Artem Anisimov","CHI","C","78","1274.7333333333","15","22","13","9","37","67.27","142","10.56","18.58","272","205","163","87","5","14","14","7","7","0","0","7","14","50","25","80","33","332","394","45.73"
"172","Jake Muzzin","L.A, TOR","D","80","1707","9","28","12","16","37","45.12","141","6.38","5.33","322","204","70","6","2","19","47","22","21","1","0","17","102","20","172","140","134","0","0","-"
"196","Jordan Eberle","NYI","C, R","78","1289.1","19","18","12","6","37","56.92","160","11.88","18.46","255","213","181","97","9","14","17","7","6","1","0","11","40","34","36","121","35","9","11","45.00"
"327","Taylor Hall","N.J","L","33","649.66666666667","11","26","18","8","37","77.08","113","9.73","10.59","207","153","107","33","7","11","16","8","8","0","0","5","39","31","22","50","29","26","32","44.83"
"338","Joonas Donskoi","S.J","R","80","1073.4","14","23","12","11","37","62.71","115","12.17","12.24","187","152","118","67","4","13","10","5","5","0","0","20","38","24","36","129","36","1","9","10.00"
"474","Shayne Gostisbehere","PHI","D","78","1533.4166666667","9","28","12","16","37","44.58","180","5.00","9.1","375","246","87","11","5","27","22","11","11","0","0","13","53","20","46","58","102","0","0","-"
"549","Shea Theodore","VGK","D","79","1587.3666666667","12","25","16","9","37","50.68","202","5.94","9.82","421","277","125","21","9","38","20","9","9","0","0","11","59","82","27","108","91","1","0","100.00"
"586","Ryan Pulock","NYI","D","82","1833.8166666667","9","28","15","13","37","44.05","180","5.00","10.09","382","242","106","15","5","20","22","11","11","0","0","8","68","35","143","102","148","0","0","-"
"612","Aaron Ekblad","FLA","D","82","1938.8166666667","13","24","8","16","37","32.74","180","7.22","9.21","315","230","91","22","10","30","47","22","21","1","0","16","122","47","114","115","88","0","0","-"
"620","Nikolaj Ehlers","WPG","L","62","977.2","21","16","8","8","37","75.51","159","13.21","12.54","266","207","122","43","8","13","15","6","5","1","0","25","17","28","27","69","16","1","1","50.00"
"885","Andrei Svechnikov","CAR","R","82","1201.0333333333","20","17","8","9","37","59.68","189","10.58","24.88","310","254","194","118","12","31","62","31","31","0","0","18","63","34","123","131","26","1","6","14.29"
"892","Dominik Kahun","CHI","C","82","1160.3333333333","13","24","17","7","37","62.71","137","9.49","12.18","217","173","133","58","6","9","6","3","3","0","0","9","24","32","13","54","27","22","39","36.07"
"29","Thomas Vanek","DET","L","64","903.13333333333","16","20","12","8","36","64.29","108","14.81","11.99","195","151","109","52","0","11","26","13","13","0","0","1","41","20","38","25","13","7","18","28.00"
"175","Lars Eller","WSH","C","81","1339.2833333333","13","23","13","10","36","58.06","163","7.98","17.42","274","225","171","71","7","24","37","16","15","1","0","20","63","59","69","102","47","543","566","48.96"
"321","Jaden Schwartz","STL","L","69","1249.4666666667","11","25","16","9","36","63.16","183","6.01","17.98","321","253","192","80","9","20","16","8","8","0","0","14","28","47","61","97","27","18","19","48.65"
"382","Blake Coleman","N.J","C","78","1326.95","22","14","9","5","36","62.07","213","10.33","21.89","341","282","197","91","17","25","71","34","33","1","0","28","36","50","225","98","44","109","153","41.60"
"541","Oliver Bjorkstrand","CBJ","R","77","950.05","23","13","12","1","36","69.23","161","14.29","13.82","261","212","143","57","10","17","8","4","4","0","0","7","14","31","43","111","34","5","8","38.46"
"21","Frans Nielsen","DET","C","72","1200.3","10","25","10","15","35","60.34","120","8.33","8.94","185","148","97","43","6","10","14","7","7","0","0","4","35","18","79","84","44","450","473","48.75"
"108","Nick Foligno","CBJ","L","73","1292.3833333333","17","18","7","11","35","47.30","141","12.06","16.91","219","184","142","71","7","16","44","16","12","4","0","17","26","37","175","58","51","133","102","56.60"
"142","Nick Bonino","NSH","C","81","1320.7333333333","17","18","12","6","35","55.56","118","14.41","11.91","202","154","111","50","6","12","18","9","9","0","0","10","40","30","24","58","70","586","546","51.77"
"189","Mikkel Boedker","OTT","L","71","995.61666666667","7","28","15","13","35","60.34","88","7.95","8.56","151","115","88","38","9","12","6","3","3","0","0","5","27","25","54","56","28","7","11","38.89"
"205","Derek Stepan","ARI","C","72","1384.1","15","20","15","5","35","56.45","195","7.69","17.8","310","250","165","77","17","26","14","7","7","0","0","9","44","50","50","77","51","651","725","47.31"
"311","Justin Faulk","CAR","D","82","1838.75","11","24","16","8","35","33.65","217","5.07","12.55","439","306","91","14","3","25","47","22","21","1","0","5","66","47","156","82","121","0","0","-"
"337","Bryan Rust","PIT","R","72","1145.1166666667","18","17","10","7","35","62.50","141","12.77","15.95","232","198","173","88","17","18","24","12","12","0","0","17","27","30","119","121","59","8","16","33.33"
"411","Ryan Strome","EDM, NYR","C","81","1261.2166666667","19","16","11","5","35","63.64","110","17.27","12.68","190","147","117","45","4","10","64","25","22","2","1","13","53","37","76","56","36","365","402","47.59"
"479","Jimmy Vesey","NYR","L","81","1300.65","17","18","14","4","35","60.34","154","11.04","20.73","265","203","165","92","10","22","21","9","8","1","0","11","42","50","79","73","34","8","24","25.00"
"628","Travis Sanheim","PHI","D","82","1602.7","9","26","13","13","35","44.87","121","7.44","6.38","242","162","59","17","2","17","22","11","11","0","0","11","65","20","45","120","133","0","0","-"
"634","Jared McCann","FLA, PIT","C","78","1133","19","16","12","4","35","67.31","150","12.67","11.49","240","187","109","47","11","14","31","14","13","1","0","16","44","35","77","95","51","275","320","46.22"
"649","Brandon Montour","ANA, BUF","D","82","1840.7833333333","8","27","9","18","35","51.47","181","4.42","9.09","362","264","111","22","7","15","56","28","28","0","0","13","74","31","99","118","121","0","0","-"
"694","Vince Dunn","STL","D","78","1366.5833333333","12","23","12","11","35","45.45","150","8.00","7.64","304","195","82","16","3","16","45","21","20","1","0","13","49","18","48","99","68","0","1","0.00"
"12","Ilya Kovalchuk","L.A","L","64","1038.8833333333","16","18","12","6","34","70.83","141","11.35","12.92","252","189","136","42","8","16","10","5","5","0","0","10","43","21","28","30","19","16","20","44.44"
"70","Alexander Edler","VAN","D","56","1375.9166666667","10","24","17","7","34","45.95","128","7.81","4.84","254","181","50","4","1","12","54","27","27","0","0","9","38","13","127","94","166","0","0","-"
"127","Michael Frolik","CGY","R","65","868.48333333333","16","18","11","7","34","65.38","132","12.12","12.07","217","177","127","48","10","11","26","13","13","0","0","11","49","33","57","84","22","13","25","34.21"
"212","TJ Brodie","CGY","D","79","1696.2166666667","9","25","13","12","34","36.17","102","8.82","5.34","233","147","63","16","3","9","24","12","12","0","0","14","100","68","21","95","86","0","1","0.00"
"299","Tyler Toffoli","L.A","R","82","1411.4166666667","13","21","11","10","34","56.67","226","5.75","20.97","402","307","222","84","11","30","23","10","9","1","0","18","27","44","39","53","23","24","27","47.06"
"307","Charlie Coyle","BOS, MIN","C","81","1358.9333333333","12","22","11","11","34","52.31","155","7.74","14.86","258","209","150","83","5","19","20","10","10","0","0","18","43","42","77","69","56","322","380","45.87"
"363","Ondrej Palat","T.B","L","64","952.8","8","26","11","15","34","53.97","100","8.00","10.34","184","135","123","57","7","13","20","10","10","0","0","9","41","18","104","97","34","2","15","11.76"
"378","Vincent Trocheck","FLA","C","55","1081.2666666667","10","24","11","13","34","57.63","158","6.33","13.51","281","235","138","49","10","21","54","27","27","0","0","19","57","55","112","96","42","498","463","51.82"
"600","Conor Sheary","BUF","L","78","1140.4","14","20","10","10","34","64.15","147","9.52","13.41","248","197","148","69","9","13","12","6","6","0","0","10","31","35","29","72","29","19","15","55.88"
"665","Danton Heinen","BOS","C","77","1075.7333333333","11","23","18","5","34","65.38","114","9.65","11.52","209","160","115","54","6","9","16","8","8","0","0","8","32","43","54","68","36","2","10","16.67"
"884","Jesperi Kotkaniemi","MTL","C","79","1085.5833333333","11","23","14","9","34","73.91","134","8.21","10.48","261","180","121","44","11","11","26","13","13","0","0","16","50","32","66","94","41","359","426","45.73"
"33","Jeff Carter","L.A","C","76","1379.9666666667","13","20","10","10","33","55.00","174","7.47","19.4","329","259","183","87","12","30","42","21","21","0","0","10","40","23","80","44","30","607","577","51.27"
"46","Shea Weber","MTL","D","58","1360.4333333333","14","19","8","11","33","47.83","166","8.43","6.72","339","251","39","6","7","25","28","14","14","0","0","2","67","17","129","45","110","0","0","-"
"261","Richard Panik","ARI","R","75","1245.6333333333","14","19","11","8","33","57.89","140","10.00","16.58","253","191","142","76","12","25","44","22","22","0","0","15","39","46","137","108","52","5","13","27.78"
"267","Casey Cizikas","NYI","C","73","1023.7333333333","20","13","10","3","33","75.00","111","18.02","11.86","170","139","110","64","10","8","36","14","13","0","1","18","34","44","129","95","68","497","516","49.06"
"539","Anthony Duclair","CBJ, OTT","L","74","939.86666666667","19","14","5","9","33","67.35","132","14.39","12.68","222","174","115","57","13","18","14","7","7","0","0","18","29","33","32","89","33","2","13","13.33"
"669","Oskar Lindblom","PHI","L","81","1113.25","17","16","12","4","33","67.35","162","10.49","18.44","253","207","164","96","7","16","18","9","9","0","0","17","28","26","68","84","52","3","7","30.00"
"686","Noah Hanifin","CGY","D","80","1661.8666666667","5","28","9","19","33","38.82","116","4.31","6.99","243","168","67","15","3","18","12","6","6","0","0","5","87","50","87","70","83","0","0","-"
"807","Jesper Bratt","N.J","L","51","773.55","8","25","14","11","33","80.49","91","8.79","7.12","140","119","76","26","5","12","6","3","3","0","0","11","24","17","36","50","22","4","3","57.14"
"846","Robert Thomas","STL","C","70","915.08333333333","9","24","12","12","33","70.21","80","11.25","8.29","126","99","93","43","3","9","14","7","7","0","0","5","30","36","13","75","22","97","123","44.09"
"850","Miro Heiskanen","DAL","D","82","1895.2833333333","12","21","11","10","33","41.25","182","6.59","10.64","364","243","127","24","7","26","16","8","8","0","0","8","96","35","34","150","71","0","0","-"
"859","Alex Iafallo","L.A","L","82","1380.0333333333","15","18","10","8","33","58.93","148","10.14","13.41","237","198","137","58","4","10","22","10","10","0","0","6","19","26","87","88","54","7","17","29.17"
"453","Scott Laughton","PHI","C","82","1217.8","12","20","11","9","32","66.67","130","9.23","15.53","211","173","124","67","10","21","53","21","19","1","1","20","42","42","146","64","46","344","291","54.17"
"454","Mark Jankowski","CGY","C","79","1003.9166666667","14","18","12","6","32","78.05","99","14.14","10.37","194","153","125","50","7","10","12","6","6","0","0","8","36","49","30","70","56","426","394","51.95"
"472","Esa Lindell","DAL","D","82","1994.7833333333","11","21","8","13","32","40.51","132","8.33","6.23","257","175","79","17","7","13","33","15","14","1","0","14","92","30","143","132","161","0","0","-"
"556","J.T. Compher","COL","L","66","1153.4","16","16","9","7","32","46.38","118","13.56","14.18","197","155","140","72","12","21","31","13","12","1","0","15","23","23","33","70","59","301","311","49.18"
"808","Mikhail Sergachev","T.B","D","75","1344.25","6","26","15","11","32","42.67","128","4.69","6.59","270","186","58","12","3","14","28","13","13","0","0","8","50","18","97","100","93","1","1","50.00"
"17","Jason Pominville","BUF","R","73","909.86666666667","16","15","8","7","31","67.39","134","11.94","12.82","198","168","117","64","5","11","4","2","2","0","0","5","20","13","18","55","20","18","17","51.43"
"19","Valtteri Filppula","NYI","C","72","1027.7833333333","17","14","10","4","31","65.96","78","21.79","8.21","121","98","84","43","9","5","16","8","8","0","0","16","27","36","12","56","34","398","413","49.08"
"54","Dustin Byfuglien","WPG","D","42","1023.0666666667","4","27","7","20","31","50.00","115","3.48","6.13","228","167","54","20","7","12","69","29","27","1","1","6","39","21","77","29","51","0","0","-"
"149","Paul Byron","MTL","L","56","815.73333333333","15","16","10","6","31","64.58","94","15.96","9.57","132","114","93","53","5","5","17","7","6","1","0","12","26","12","114","60","36","12","23","34.29"
"152","P.K. Subban","NSH","D","63","1427.85","9","22","12","10","31","42.47","168","5.36","5.78","306","226","45","2","3","23","60","26","25","0","1","17","57","22","56","67","75","0","0","-"
"191","Tyler Myers","WPG","D","80","1627.75","9","22","11","11","31","36.47","156","5.77","7.51","301","213","76","17","6","14","63","26","24","1","1","6","63","32","97","84","99","0","0","-"
"227","Antoine Roussel","VAN","L","65","894.33333333333","9","22","18","4","31","77.50","84","10.71","9.8","154","126","95","50","10","7","118","35","28","2","5","23","20","20","87","90","50","17","17","50.00"
"429","Vladislav Namestnikov","NYR","C","78","1231.8","11","20","14","6","31","54.39","119","9.24","13.55","206","147","135","75","5","17","44","18","17","0","1","20","46","32","140","133","62","22","32","40.74"
"471","Oskar Sundqvist","STL","C","74","1022.5833333333","14","17","10","7","31","79.49","113","12.39","14.7","206","165","130","66","4","8","22","11","11","0","0","19","10","41","101","108","31","227","314","41.96"
"493","Jaccob Slavin","CAR","D","82","1889.1","8","23","8","15","31","36.47","146","5.48","8.24","304","211","60","13","9","32","18","9","9","0","0","9","60","86","70","152","133","0","1","0.00"
"567","Artturi Lehkonen","MTL","L","82","1275.7166666667","11","20","13","7","31","53.45","176","6.25","16.82","291","225","179","88","12","14","32","16","16","0","0","15","28","46","120","165","39","5","14","26.32"
"584","Josh Morrissey","WPG","D","59","1321.9","6","25","9","16","31","40.79","95","6.32","5.51","188","131","52","9","3","7","14","7","7","0","0","7","32","33","55","76","107","0","0","-"
"621","Nick Ritchie","ANA","L","60","900.08333333333","9","22","16","6","31","62.00","96","9.38","11.51","177","149","115","66","3","11","82","29","26","0","3","7","34","20","123","76","31","4","8","33.33"
"835","Nolan Patrick","PHI","C","72","1085.95","13","18","7","11","31","65.96","115","11.30","14.41","203","163","129","67","4","17","27","12","11","1","0","22","26","40","72","92","26","399","380","51.22"
"132","Mathieu Perreault","WPG","C, L","82","1003.0333333333","15","15","5","10","30","60.00","95","15.79","9.87","169","136","103","48","5","5","44","22","22","0","0","15","17","31","127","62","25","26","27","49.06"
"176","Wayne Simmonds","NSH, PHI","R","79","1237.6333333333","17","13","10","3","30","54.55","157","10.83","22.44","269","215","187","118","6","25","99","29","22","3","4","20","38","27","137","83","28","4","13","23.53"
"194","Jake Gardiner","TOR","D","62","1315.2666666667","3","27","13","14","30","38.46","78","3.85","3.68","236","136","51","6","4","10","26","12","12","0","0","2","53","25","61","99","64","0","1","0.00"
"232","Marcus Johansson","BOS, N.J","L","58","923.56666666667","13","17","11","6","30","63.83","115","11.30","11.53","187","149","115","56","11","10","8","4","4","0","0","10","38","27","28","76","24","16","34","32.00"
"340","Marcus Sorensen","S.J","L","80","1037.0166666667","17","13","7","6","30","57.69","100","17.00","12.94","169","138","127","68","4","12","23","10","9","1","0","22","21","33","88","77","29","12","19","38.71"
"467","Radek Faksa","DAL","C","81","1330.8166666667","15","15","12","3","30","63.83","114","13.16","16.86","199","163","131","89","6","7","54","24","22","2","0","23","29","42","103","115","65","570","562","50.35"
"485","Colton Sissons","NSH","C","75","1203.3166666667","15","15","8","7","30","50.00","111","13.51","14.9","197","160","138","69","9","6","23","10","9","1","0","6","25","35","109","91","52","421","372","53.09"
"518","Nate Schmidt","VGK","D","61","1339","9","21","10","11","30","34.09","112","8.04","6.39","232","154","61","9","6","17","8","4","4","0","0","3","39","45","37","68","100","0","0","-"
"528","Will Butcher","N.J","D","78","1503.4166666667","4","26","12","14","30","36.59","108","3.70","6.01","221","164","53","11","3","15","18","5","4","0","1","1","32","17","38","72","74","0","0","-"
"630","Tony DeAngelo","NYR","D","61","1178.9833333333","4","26","10","16","30","42.25","111","3.60","4.71","207","141","56","12","1","8","77","26","21","3","2","17","74","21","54","83","82","0","0","-"
"14","Mikko Koivu","MIN","C","48","878.26666666667","8","21","15","6","29","67.44","89","8.99","9.02","154","124","91","34","4","15","22","11","11","0","0","5","10","35","13","32","32","488","406","54.59"
"44","Loui Eriksson","VAN","L","81","1139.2666666667","11","18","8","10","29","74.36","107","10.28","11.82","170","145","105","59","9","10","22","11","11","0","0","6","10","29","3","53","28","2","4","33.33"
"110","Kyle Okposo","BUF","R","78","1075.25","14","15","9","6","29","58.00","147","9.52","12.03","232","186","121","53","6","9","41","18","17","1","0","11","27","17","87","81","27","63","71","47.01"
"257","Dmitry Orlov","WSH","D","82","1774.1833333333","3","26","11","15","29","36.71","101","2.97","5.29","232","150","67","9","2","11","33","15","14","1","0","11","80","53","137","84","103","0","0","-"
"431","Colin Miller","VGK","D","65","1276.9833333333","3","26","13","13","29","44.62","131","2.29","5.16","318","183","41","5","3","25","44","22","22","0","0","16","46","22","122","106","64","0","0","-"
"443","Ryan Murray","CBJ","D","56","1200.6","1","28","13","15","29","42.03","71","1.41","4.41","141","99","35","9","2","2","10","5","5","0","0","0","30","22","27","60","93","0","0","-"
"476","Devin Shore","ANA, DAL","C","76","1083.7666666667","10","19","12","7","29","67.44","82","12.20","8.52","162","116","94","45","4","7","13","5","4","1","0","14","22","29","94","88","64","86","123","41.15"
"507","Connor Brown","TOR","R","82","1130.95","8","21","14","7","29","67.44","85","9.41","9.24","161","134","101","51","7","9","16","8","8","0","0","8","17","31","35","97","37","20","31","39.22"
"571","Brett Pesce","CAR","D","73","1495.85","7","22","12","10","29","38.16","98","7.14","4.97","195","134","49","10","5","12","24","12","12","0","0","10","30","54","53","107","131","1","0","100.00"
"742","Evan Rodrigues","BUF","L","74","1170.95","9","20","15","5","29","55.77","168","5.36","9.86","282","224","112","42","9","16","25","11","10","1","0","23","39","34","33","66","33","304","351","46.41"
"773","Brandon Tanev","WPG","L","80","1128.8166666667","14","15","11","4","29","78.38","127","11.02","11.54","219","173","122","54","7","13","41","12","8","3","1","27","18","22","278","173","81","3","5","37.50"
"35","Brent Seabrook","CHI","D","78","1489.55","5","23","10","13","28","42.42","165","3.03","7.19","303","206","66","9","7","15","41","19","18","1","0","11","72","19","124","88","180","0","0","-"
"120","Jordan Staal","CAR","C","50","914.23333333333","11","17","8","9","28","62.22","121","9.09","16.12","197","159","143","76","5","25","26","13","13","0","0","10","24","40","122","87","18","571","452","55.82"
"146","Kevin Shattenkirk","NYR","D","73","1382.6","2","26","14","12","28","50.00","148","1.35","6.27","291","193","72","10","6","12","20","10","10","0","0","7","55","39","73","108","104","0","0","-"
"147","Pat Maroon","STL","L","74","1048.55","10","18","10","8","28","47.46","118","8.47","14.12","203","164","137","82","0","17","64","23","17","6","0","19","21","25","135","94","7","2","3","40.00"
"180","Zack Smith","OTT","L","70","1144.65","9","19","13","6","28","71.79","101","8.91","9.48","174","139","90","46","5","10","81","32","28","3","1","17","47","42","136","96","27","403","417","49.15"
"423","Oscar Klefbom","EDM","D","61","1462.7","5","23","9","14","28","42.42","167","2.99","7.97","331","227","65","17","2","13","16","8","8","0","0","3","51","26","44","109","102","0","0","-"
"446","Hampus Lindholm","ANA","D","76","1823.6","6","22","7","15","28","35.44","125","4.80","7.78","269","179","71","11","5","16","44","22","22","0","0","9","85","23","81","107","133","0","0","-"
"469","Colton Parayko","STL","D","80","1822.6833333333","10","18","7","11","28","33.33","176","5.68","6.96","352","256","61","7","5","15","15","6","5","1","0","13","43","33","127","130","157","0","0","-"
"639","Adrian Kempe","L.A","C","81","1174.5166666667","12","16","8","8","28","70.00","118","10.17","9.43","215","160","114","38","0","10","50","20","19","0","1","15","24","20","86","54","21","315","424","42.63"
"659","Lucas Wallmark","CAR","C","81","1198.15","10","18","9","9","28","63.64","131","7.63","14.74","224","177","136","64","5","22","36","18","18","0","0","7","32","33","82","59","39","575","554","50.93"
"721","Anthony Beauvillier","NYI","C, L","81","1186.0166666667","18","10","4","6","28","54.90","156","11.54","19.32","247","204","198","111","13","13","8","4","4","0","0","17","30","34","87","130","35","26","31","45.61"
"755","Dominik Simon","PIT","C","71","946.06666666667","8","20","12","8","28","60.87","121","6.61","10.88","206","161","114","59","9","12","18","9","9","0","0","14","33","33","89","86","19","6","13","31.58"
"780","Charlie McAvoy","BOS","D","54","1197.3333333333","7","21","13","8","28","38.36","79","8.86","5","156","111","53","13","4","8","45","20","19","1","0","14","54","30","92","127","91","0","0","-"
